year,category,prize,motivation,prize_share,laureate_id,laureate_type,full_name,laureats_name,prize_winning_abbreviations,birth_date,birth_city,birth_country,sex,organization_name,organization_city,organization_country,death_date,death_city,death_country
1920,Literature,The Nobel Prize in Literature 1920,"""for his monumental work, <I>Growth of the Soil</I>""",1月1日,589,Individual,Knut Pedersen Hamsun,,,1859-08-04,Lom,Norway,Male,NA,NA,NA,1952/2/19,Grimstad,Norway
1920,Medicine,The Nobel Prize in Physiology or Medicine 1920,"""for his discovery of the capillary motor regulating mechanism""",1月1日,310,Individual,Schack August Steenberg Krogh,August Krogh,"krogh, a",1874-11-15,Gren?,Denmark,Male,Copenhagen University,Copenhagen,Denmark,1949/9/13,Copenhagen,Denmark
1920,Peace,The Nobel Peace Prize 1920,NA,1月1日,484,Individual,Léon Victor Auguste Bourgeois,,,1851-05-21,Paris,France,Male,NA,NA,NA,1925/9/29,épernay,France
1920,Physics,The Nobel Prize in Physics 1920,"""in recognition of the service he has rendered to precision measurements in Physics by his discovery of anomalies in nickel steel alloys""",1月1日,25,Individual,Charles Edouard Guillaume,Charles Edouard Guillaume,charles edouard guillaume,1861-02-15,Fleurier,Switzerland,Male,Bureau International des Poids et Mesures (International Bureau of Weights and Measures),Sèvres,France,1938/6/13,Sèvres,France
1921,Chemistry,The Nobel Prize in Chemistry 1921,"""for his contributions to our knowledge of the chemistry of radioactive substances, and his investigations into the origin and nature of isotopes""",1月1日,179,Individual,Frederick Soddy,Frederick Soddy,"soddy, f",1877-09-02,Eastbourne,United Kingdom,Male,University of Oxford,Oxford,United Kingdom,1956/9/22,Brighton,United Kingdom
1921,Literature,The Nobel Prize in Literature 1921,"""in recognition of his brilliant literary achievements, characterized as they are by a nobility of style, a profound human sympathy, grace, and a true Gallic temperament""",1月1日,590,Individual,Anatole France,,,1844-04-16,Paris,France,Male,NA,NA,NA,1924/10/12,Saint-Cyr-sur-Loire,France
1921,Peace,The Nobel Peace Prize 1921,NA,1月2日,485,Individual,Karl Hjalmar Branting,,,1860-11-23,Stockholm,Sweden,Male,NA,NA,NA,1925/2/24,Stockholm,Sweden
1921,Peace,The Nobel Peace Prize 1921,NA,1月2日,486,Individual,Christian Lous Lange,,,1869-09-17,Stavanger,Norway,Male,NA,NA,NA,1938/12/11,Oslo,Norway
1921,Physics,The Nobel Prize in Physics 1921,"""for his services to Theoretical Physics, and especially for his discovery of the law of the photoelectric effect""",1月1日,26,Individual,Albert Einstein,Albert Einstein,"einstein, a",1879-03-14,Ulm,Germany,Male,Kaiser-Wilhelm-Institut (now Max-Planck-Institut) für Physik,Berlin,Germany,1955/4/18,"Princeton, NJ",United States of America
1922,Chemistry,The Nobel Prize in Chemistry 1922,"""for his discovery, by means of his mass spectrograph, of isotopes, in a large number of non-radioactive elements, and for his enunciation of the whole-number rule""",1月1日,180,Individual,Francis William Aston,Francis W. Aston,"aston, f",1877-09-01,Harborne,United Kingdom,Male,University of Cambridge,Cambridge,United Kingdom,1945/11/20,Cambridge,United Kingdom
1922,Literature,The Nobel Prize in Literature 1922,"""for the happy manner in which he has continued the illustrious traditions of the Spanish drama""",1月1日,592,Individual,Jacinto Benavente,,,1866-08-12,Madrid,Spain,Male,NA,NA,NA,1954/7/14,Madrid,Spain
1922,Medicine,The Nobel Prize in Physiology or Medicine 1922,"""for his discovery relating to the production of heat in the muscle""",1月2日,311,Individual,Archibald Vivian Hill,Archibald V. Hill,"hill, av",1886-09-26,Bristol,United Kingdom,Male,London University,London,United Kingdom,1977/6/3,Cambridge,United Kingdom
1922,Medicine,The Nobel Prize in Physiology or Medicine 1922,"""for his discovery of the fixed relationship between the consumption of oxygen and the metabolism of lactic acid in the muscle""",1月2日,312,Individual,Otto Fritz Meyerhof,Otto Meyerhof,"meyerhof, o",1884-04-12,Hanover,Germany,Male,Kiel University,Kiel,Germany,1951/10/6,"Philadelphia, PA",United States of America
1922,Peace,The Nobel Peace Prize 1922,NA,1月1日,487,Individual,Fridtjof Nansen,,,1861-10-10,Kristiania (Oslo),Norway,Male,NA,NA,NA,1930/5/13,Oslo,Norway
1922,Physics,The Nobel Prize in Physics 1922,"""for his services in the investigation of the structure of atoms and of the radiation emanating from them""",1月1日,27,Individual,Niels Henrik David Bohr,Niels Bohr,"bohr, n",1885-10-07,Copenhagen,Denmark,Male,Copenhagen University,Copenhagen,Denmark,1962/11/18,Copenhagen,Denmark
1923,Chemistry,The Nobel Prize in Chemistry 1923,"""for his invention of the method of micro-analysis of organic substances""",1月1日,181,Individual,Fritz Pregl,Fritz Pregl,fritz pregl,1869-09-03,Laibach (Ljubljana),Austria-Hungary (Slovenia),Male,Graz University,Graz,Austria,1930/12/13,Graz,Austria
1923,Literature,The Nobel Prize in Literature 1923,"""for his always inspired poetry, which in a highly artistic form gives expression to the spirit of a whole nation""",1月1日,593,Individual,William Butler Yeats,,,1865-06-13,Dublin,Ireland,Male,NA,NA,NA,1939/1/28,Roquebrune-Cap-Martin,France
1923,Medicine,The Nobel Prize in Physiology or Medicine 1923,"""for the discovery of insulin""",1月2日,313,Individual,Frederick Grant Banting,Frederick G. Banting,"banting, fg",1891-11-14,Alliston,Canada,Male,University of Toronto,Toronto,Canada,1941/2/21,Newfoundland,Canada
1923,Medicine,The Nobel Prize in Physiology or Medicine 1923,"""for the discovery of insulin""",1月2日,314,Individual,John James Rickard Macleod,John Macleod,"macleod, jjr",1876-09-06,Cluny,Scotland,Male,University of Toronto,Toronto,Canada,1935/3/16,Aberdeen,Scotland
1923,Physics,The Nobel Prize in Physics 1923,"""for his work on the elementary charge of electricity and on the photoelectric effect""",1月1日,28,Individual,Robert Andrews Millikan,Robert A. Millikan,"millikan, ra",1868-03-22,"Morrison, IL",United States of America,Male,California Institute of Technology (Caltech),"Pasadena, CA",United States of America,1953/12/19,"San Marino, CA",United States of America
1924,Literature,The Nobel Prize in Literature 1924,"""for his great national epic, <I>The Peasants</I>""",1月1日,594,Individual,Wladyslaw Stanislaw Reymont,,,1867-05-07,Kobiele Wielkie,Russian Empire (Poland),Male,NA,NA,NA,1925/12/5,Warsaw,Poland
1924,Medicine,The Nobel Prize in Physiology or Medicine 1924,"""for his discovery of the mechanism of the electrocardiogram""",1月1日,315,Individual,Willem Einthoven,Willem Einthoven,"einthoven, w",1860-05-21,Semarang,"Java, Dutch East Indies (Indonesia)",Male,Leiden University,Leiden,Netherlands,1927/9/29,Leiden,Netherlands
1924,Physics,The Nobel Prize in Physics 1924,"""for his discoveries and research in the field of X-ray spectroscopy""",1月1日,29,Individual,Karl Manne Georg Siegbahn,Manne Siegbahn,"siegbahn, m",1886-12-03,Lund,Sweden,Male,Uppsala University,Uppsala,Sweden,1978/9/26,?ngelholm,Sweden
1925,Chemistry,The Nobel Prize in Chemistry 1925,"""for his demonstration of the heterogenous nature of colloid solutions and for the methods he used, which have since become fundamental in modern colloid chemistry""",1月1日,182,Individual,Richard Adolf Zsigmondy,Richard Zsigmondy,"zsigmondy, r",1865-04-01,Vienna,Austrian Empire (Austria),Male,Goettingen University,G?ttingen,Germany,1929/9/24,G?ttingen,Germany
1925,Literature,The Nobel Prize in Literature 1925,"""for his work which is marked by both idealism and humanity, its stimulating satire often being infused with a singular poetic beauty""",1月1日,596,Individual,George Bernard Shaw,,,1856-07-26,Dublin,Ireland,Male,NA,NA,NA,1950/11/2,Ayot St. Lawrence,United Kingdom
1925,Peace,The Nobel Peace Prize 1925,NA,1月2日,488,Individual,Sir Austen Chamberlain,,,1863-10-16,Birmingham,United Kingdom,Male,NA,NA,NA,1937/3/16,London,United Kingdom
1925,Peace,The Nobel Peace Prize 1925,NA,1月2日,489,Individual,Charles Gates Dawes,,,1865-08-27,"Marietta, OH",United States of America,Male,NA,NA,NA,1951/4/23,"Evanston, IL",United States of America
1925,Physics,The Nobel Prize in Physics 1925,"""for their discovery of the laws governing the impact of an electron upon an atom""",1月2日,30,Individual,James Franck,James Franck,"franck, j",1882-08-26,Hamburg,Germany,Male,Goettingen University,G?ttingen,Germany,1964/5/21,G?ttingen,West Germany (Germany)
1925,Physics,The Nobel Prize in Physics 1925,"""for their discovery of the laws governing the impact of an electron upon an atom""",1月2日,31,Individual,Gustav Ludwig Hertz,Gustav Hertz,gustav hertz,1887-07-22,Hamburg,Germany,Male,Halle University,Halle,Germany,1975/10/30,Berlin,East Germany
1926,Chemistry,The Nobel Prize in Chemistry 1926,"""for his work on disperse systems""",1月1日,183,Individual,The (Theodor) Svedberg,The Svedberg,"svedberg, t",1884-08-30,Fler?ng,Sweden,Male,Uppsala University,Uppsala,Sweden,1971/2/25,?rebro,Sweden
1926,Literature,The Nobel Prize in Literature 1926,"""for her idealistically inspired writings which with plastic clarity picture the life on her native island and with depth and sympathy deal with human problems in general""",1月1日,597,Individual,Grazia Deledda,,,1871-09-27,"Nuoro, Sardinia",Italy,Female,NA,NA,NA,1936/8/15,Rome,Italy
1926,Medicine,The Nobel Prize in Physiology or Medicine 1926,"""for his discovery of the Spiroptera carcinoma""",1月1日,316,Individual,Johannes Andreas Grib Fibiger,,,1867-04-23,Silkeborg,Denmark,Male,Copenhagen University,Copenhagen,Denmark,1928/1/30,Copenhagen,Denmark
1926,Peace,The Nobel Peace Prize 1926,NA,1月2日,490,Individual,Aristide Briand,,,1862-03-28,Nantes,France,Male,NA,NA,NA,1932/3/7,Paris,France
1926,Peace,The Nobel Peace Prize 1926,NA,1月2日,491,Individual,Gustav Stresemann,,,1878-05-10,Berlin,Germany,Male,NA,NA,NA,1929/10/3,Berlin,Germany
1926,Physics,The Nobel Prize in Physics 1926,"""for his work on the discontinuous structure of matter, and especially for his discovery of sedimentation equilibrium""",1月1日,32,Individual,Jean Baptiste Perrin,Jean Baptiste Perrin,"perrin, j",1870-09-30,Lille,France,Male,Sorbonne University,Paris,France,1942/4/17,"New York, NY",United States of America
1927,Chemistry,The Nobel Prize in Chemistry 1927,"""for his investigations of the constitution of the bile acids and related substances""",1月1日,184,Individual,Heinrich Otto Wieland,Heinrich Wieland,"wieland, h",1877-06-04,Pforzheim,Germany,Male,Munich University,Munich,Germany,1957/8/5,Munich,West Germany (Germany)
1927,Literature,The Nobel Prize in Literature 1927,"""in recognition of his rich and vitalizing ideas and the brilliant skill with which they have been presented""",1月1日,600,Individual,Henri Bergson,,,1859-10-18,Paris,France,Male,NA,NA,NA,1941/1/4,Paris,France
1927,Medicine,The Nobel Prize in Physiology or Medicine 1927,"""for his discovery of the therapeutic value of malaria inoculation in the treatment of dementia paralytica""",1月1日,317,Individual,Julius Wagner-Jauregg,,,1857-03-07,Wels,Austria,Male,Vienna University,Vienna,Austria,1940/9/27,Vienna,Austria
1927,Peace,The Nobel Peace Prize 1927,NA,1月2日,492,Individual,Ferdinand Buisson,,,1841-12-20,Paris,France,Male,NA,NA,NA,1932/2/16,Thieuloy-Saint-Antoine,France
1927,Peace,The Nobel Peace Prize 1927,NA,1月2日,493,Individual,Ludwig Quidde,,,1858-03-23,Bremen,Germany,Male,NA,NA,NA,1941/3/4,Geneva,Switzerland
1927,Physics,The Nobel Prize in Physics 1927,"""for his discovery of the effect named after him""",1月2日,33,Individual,Arthur Holly Compton,Arthur H. Compton,"compton, ah",1892-09-10,"Wooster, OH",United States of America,Male,University of Chicago,"Chicago, IL",United States of America,1962/3/15,"Berkeley, CA",United States of America
1927,Physics,The Nobel Prize in Physics 1927,"""for his method of making the paths of electrically charged particles visible by condensation of vapour""",1月2日,34,Individual,Charles Thomson Rees Wilson,C.T.R. Wilson,"wilson, ctr",1869-02-14,Glencorse,Scotland,Male,University of Cambridge,Cambridge,United Kingdom,1959/11/15,Carlops,Scotland
1928,Chemistry,The Nobel Prize in Chemistry 1928,"""for the services rendered through his research into the constitution of the sterols and their connection with the vitamins""",1月1日,185,Individual,Adolf Otto Reinhold Windaus,Adolf Windaus,"windaus, a",1876-12-25,Berlin,Germany,Male,Goettingen University,G?ttingen,Germany,1959/6/9,G?ttingen,West Germany (Germany)
1928,Literature,The Nobel Prize in Literature 1928,"""principally for her powerful descriptions of Northern life during the Middle Ages""",1月1日,601,Individual,Sigrid Undset,,,1882-05-20,Kalundborg,Denmark,Female,NA,NA,NA,1949/6/10,Lillehammer,Norway
1928,Medicine,The Nobel Prize in Physiology or Medicine 1928,"""for his work on typhus""",1月1日,318,Individual,Charles Jules Henri Nicolle,Charles Nicolle,"nicolle, c",1866-09-21,Rouen,France,Male,Institut Pasteur,Tunis,NA,1936/2/28,Tunis,Tunisia
1928,Physics,The Nobel Prize in Physics 1928,"""for his work on the thermionic phenomenon and especially for the discovery of the law named after him""",1月1日,35,Individual,Owen Willans Richardson,Owen Willans Richardson,"richardson, ow",1879-04-26,Dewsbury,United Kingdom,Male,London University,London,United Kingdom,1959/2/15,Alton,United Kingdom
1929,Chemistry,The Nobel Prize in Chemistry 1929,"""for their investigations on the fermentation of sugar and fermentative enzymes""",1月2日,186,Individual,Arthur Harden,Arthur Harden,"harden, a",1865-10-12,Manchester,United Kingdom,Male,London University,London,United Kingdom,1940/6/17,Bourne,United Kingdom
1929,Chemistry,The Nobel Prize in Chemistry 1929,"""for their investigations on the fermentation of sugar and fermentative enzymes""",1月2日,187,Individual,Hans Karl August Simon von Euler-Chelpin,Hans von Euler-Chelpin,"von euler, h",1873-02-15,Augsburg,Germany,Male,Stockholm University,Stockholm,Sweden,1964/11/6,Stockholm,Sweden
1929,Literature,The Nobel Prize in Literature 1929,"""principally for his great novel, <I>Buddenbrooks</I>, which has won steadily increased recognition as one of the classic works of contemporary literature""",1月1日,602,Individual,Thomas Mann,,,1875-06-06,Lübeck,Germany,Male,NA,NA,NA,1955/8/12,Zurich,Switzerland
1929,Medicine,The Nobel Prize in Physiology or Medicine 1929,"""for his discovery of the antineuritic vitamin""",1月2日,319,Individual,Christiaan Eijkman,,,1858-08-11,Nijkerk,Netherlands,Male,Utrecht University,Utrecht,Netherlands,1930/11/5,Utrecht,Netherlands
1929,Medicine,The Nobel Prize in Physiology or Medicine 1929,"""for his discovery of the growth-stimulating vitamins""",1月2日,320,Individual,Sir Frederick Gowland Hopkins,Sir Frederick Hopkins,"hopkins, fg",1861-06-20,Eastbourne,United Kingdom,Male,University of Cambridge,Cambridge,United Kingdom,1947/5/16,Cambridge,United Kingdom
1929,Peace,The Nobel Peace Prize 1929,NA,1月1日,494,Individual,Frank Billings Kellogg,,,1856-12-22,"Potsdam, NY",United States of America,Male,NA,NA,NA,1937/12/21,"St. Paul, MN",United States of America
1929,Physics,The Nobel Prize in Physics 1929,"""for his discovery of the wave nature of electrons""",1月1日,36,Individual,Prince Louis-Victor Pierre Raymond de Broglie,Louis de Broglie,"broglie, ld",1892-08-15,Dieppe,France,Male,"Sorbonne University, Institut Henri Poincaré",Paris,France,1987/3/19,Paris,France
